ID Cliente,Tamaño de Cliente,Meses Comprados,N° Meses Comprados,Activo
6931,MICRO,"['Diciembre', 'Enero', 'Febrero', 'Noviembre', 'Octubre', 'Septiembre']",6,0
6933,MICRO,"['Diciembre', 'Enero', 'Febrero', 'Noviembre', 'Octubre', 'Septiembre']",6,0
6939,MICRO,"['Octubre', 'Septiembre']",2,0
6944,MICRO,"['Noviembre', 'Octubre', 'Septiembre']",3,0
6945,MICRO,['Septiembre'],1,0
6949,MICRO,"['Diciembre', 'Enero', 'Noviembre', 'Octubre', 'Septiembre']",5,0
6958,MICRO,"['Diciembre', 'Noviembre', 'Octubre', 'Septiembre']",4,0
6961,MICRO,"['Noviembre', 'Octubre']",2,0
6970,MICRO,['Octubre'],1,0
6972,MICRO,"['Abril', 'Diciembre', 'Enero', 'Febrero', 'Marzo', 'Mayo']",6,0
6973,MICRO,"['Diciembre', 'Enero', 'Noviembre', 'Octubre']",4,0
6974,MICRO,"['Diciembre', 'Enero', 'Febrero', 'Noviembre', 'Octubre']",5,0
6986,MICRO,"['Diciembre', 'Enero', 'Noviembre', 'Octubre']",4,0
6987,MICRO,"['Diciembre', 'Enero', 'Febrero', 'Noviembre', 'Octubre']",5,0
6994,MICRO,"['Diciembre', 'Enero', 'Noviembre', 'Octubre']",4,0
7006,MICRO,['Octubre'],1,0
7007,MICRO,['Octubre'],1,0
7008,MICRO,"['Noviembre', 'Octubre']",2,0
7018,MICRO,"['Diciembre', 'Enero', 'Febrero', 'Julio', 'Marzo', 'Noviembre']",6,0
7030,MICRO,"['Diciembre', 'Noviembre', 'Octubre']",3,0
7037,MICRO,"['Diciembre', 'Enero', 'Febrero', 'Noviembre', 'Octubre']",5,0
7038,MICRO,"['Diciembre', 'Enero', 'Febrero', 'Marzo', 'Noviembre']",5,0
7040,MICRO,"['Enero', 'Febrero', 'Marzo', 'Octubre', 'Septiembre']",5,0
7042,MICRO,"['Noviembre', 'Octubre']",2,0
7050,MICRO,"['Diciembre', 'Noviembre', 'Octubre']",3,0
7051,MICRO,"['Enero', 'Noviembre', 'Octubre']",3,0
7053,MICRO,"['Diciembre', 'Enero', 'Octubre']",3,0
7057,MICRO,"['Noviembre', 'Octubre']",2,0
7062,MICRO,"['Noviembre', 'Octubre']",2,0
7064,MICRO,['Octubre'],1,0
7065,MICRO,['Octubre'],1,0
7066,MICRO,"['Diciembre', 'Enero', 'Noviembre', 'Octubre']",4,0
7067,MICRO,"['Diciembre', 'Noviembre', 'Octubre']",3,0
7069,MICRO,"['Diciembre', 'Enero', 'Febrero', 'Marzo', 'Noviembre', 'Octubre']",6,0
7073,MICRO,"['Abril', 'Enero', 'Febrero', 'Marzo', 'Noviembre']",5,0
7075,MICRO,"['Diciembre', 'Noviembre', 'Octubre']",3,0
7076,MICRO,"['Diciembre', 'Noviembre', 'Octubre']",3,0
7077,MICRO,"['Noviembre', 'Octubre']",2,0
7078,MICRO,"['Diciembre', 'Noviembre', 'Octubre']",3,0
7092,MICRO,"['Diciembre', 'Enero', 'Febrero']",3,0
7101,MICRO,"['Diciembre', 'Noviembre']",2,0
7102,MICRO,"['Diciembre', 'Noviembre']",2,0
7112,MICRO,"['Diciembre', 'Enero', 'Febrero', 'Marzo', 'Noviembre']",5,0
7117,MICRO,"['Diciembre', 'Enero', 'Febrero', 'Noviembre']",4,0
7118,MICRO,"['Diciembre', 'Noviembre']",2,0
7125,MICRO,"['Diciembre', 'Enero', 'Febrero', 'Noviembre']",4,0
7126,MICRO,"['Diciembre', 'Enero', 'Febrero', 'Marzo', 'Noviembre']",5,0
7137,MICRO,"['Diciembre', 'Noviembre']",2,0
7146,MICRO,"['Diciembre', 'Noviembre']",2,0
7147,MICRO,"['Diciembre', 'Enero', 'Febrero', 'Noviembre']",4,0
7174,MICRO,"['Diciembre', 'Enero', 'Febrero', 'Marzo', 'Noviembre']",5,0
7179,MICRO,"['Diciembre', 'Enero', 'Febrero', 'Marzo', 'Noviembre']",5,0
7180,MICRO,['Diciembre'],1,0
7182,MEDIANO,"['Abril', 'Diciembre', 'Enero', 'Febrero', 'Marzo', 'Mayo']",6,0
7206,MICRO,['Diciembre'],1,0
7209,MICRO,"['Diciembre', 'Enero']",2,0
7210,MICRO,"['Diciembre', 'Enero', 'Febrero', 'Marzo']",4,0
7211,MICRO,"['Abril', 'Diciembre', 'Enero', 'Junio', 'Marzo', 'Mayo']",6,0
7218,EXT-GDE,"['Abril', 'Diciembre', 'Enero', 'Febrero', 'Marzo']",5,0
7219,MICRO,['Diciembre'],1,0
7221,MICRO,['Diciembre'],1,0
7222,MICRO,"['Diciembre', 'Febrero']",2,0
7228,MICRO,['Diciembre'],1,0
7232,MICRO,"['Diciembre', 'Enero']",2,0
7242,MICRO,"['Abril', 'Diciembre', 'Enero', 'Febrero', 'Marzo', 'Mayo']",6,0
7243,MICRO,['Diciembre'],1,0
7246,MICRO,"['Diciembre', 'Enero']",2,0
7248,MEDIANO,"['Diciembre', 'Enero', 'Febrero', 'Marzo']",4,0
7249,MICRO,['Diciembre'],1,0
7254,CHICO,"['Abril', 'Diciembre', 'Enero', 'Febrero', 'Marzo', 'Mayo']",6,0
7256,MICRO,"['Diciembre', 'Enero', 'Febrero', 'Marzo']",4,0
7258,MICRO,"['Diciembre', 'Enero']",2,0
7271,MICRO,"['Diciembre', 'Enero']",2,0
7273,MICRO,"['Abril', 'Enero', 'Febrero', 'Junio', 'Marzo', 'Mayo']",6,0
7276,MICRO,"['Abril', 'Diciembre', 'Enero', 'Febrero', 'Marzo', 'Mayo']",6,0
7279,MICRO,"['Diciembre', 'Enero', 'Febrero', 'Marzo']",4,0
7285,MICRO,['Enero'],1,0
7287,MICRO,['Enero'],1,0
7299,MICRO,"['Enero', 'Febrero']",2,0
7301,MICRO,"['Abril', 'Enero', 'Febrero', 'Marzo']",4,0
7302,MICRO,['Enero'],1,0
7312,MEDIANO,"['Abril', 'Enero', 'Febrero', 'Marzo', 'Mayo']",5,0
7336,MICRO,['Enero'],1,0
7348,MICRO,"['Abril', 'Enero', 'Febrero', 'Junio', 'Marzo', 'Mayo']",6,0
7349,MICRO,"['Enero', 'Febrero', 'Marzo']",3,0
7353,MICRO,"['Abril', 'Enero', 'Febrero', 'Marzo']",4,0
7358,MICRO,"['Enero', 'Marzo']",2,0
7362,MICRO,"['Enero', 'Febrero', 'Marzo']",3,0
7367,MICRO,"['Abril', 'Enero', 'Febrero', 'Junio', 'Marzo', 'Mayo']",6,0
7370,MICRO,"['Abril', 'Enero', 'Febrero', 'Marzo']",4,0
7374,MICRO,"['Abril', 'Enero', 'Febrero', 'Marzo']",4,0
7378,MICRO,"['Abril', 'Enero', 'Febrero', 'Marzo', 'Mayo']",5,0
7382,MICRO,"['Abril', 'Enero', 'Febrero', 'Junio', 'Marzo', 'Mayo']",6,0
7390,CHICO,"['Abril', 'Enero', 'Febrero', 'Marzo', 'Mayo']",5,0
7398,MICRO,['Febrero'],1,0
7402,MICRO,"['Enero', 'Febrero', 'Marzo', 'Mayo']",4,0
7407,MICRO,"['Abril', 'Febrero', 'Marzo', 'Mayo']",4,0
7417,MICRO,"['Abril', 'Febrero', 'Marzo']",3,0
7426,MICRO,"['Febrero', 'Marzo']",2,0
7427,MICRO,['Febrero'],1,0
7431,MICRO,"['Abril', 'Febrero', 'Marzo', 'Mayo']",4,0
7433,MICRO,"['Abril', 'Febrero', 'Marzo', 'Mayo']",4,0
7435,MICRO,"['Abril', 'Febrero', 'Julio', 'Junio', 'Marzo', 'Mayo']",6,0
7441,MICRO,"['Abril', 'Febrero', 'Marzo']",3,0
7442,MICRO,"['Abril', 'Febrero', 'Julio', 'Junio', 'Marzo', 'Mayo']",6,0
7444,MICRO,"['Abril', 'Febrero', 'Marzo', 'Mayo']",4,0
7445,MICRO,"['Abril', 'Febrero', 'Marzo']",3,0
7447,MICRO,"['Abril', 'Febrero', 'Junio', 'Marzo', 'Mayo']",5,0
7449,MEDIANO,"['Abril', 'Febrero', 'Marzo', 'Mayo']",4,0
7454,MICRO,['Marzo'],1,0
7462,MICRO,"['Abril', 'Febrero', 'Marzo']",3,0
7471,MICRO,"['Febrero', 'Marzo']",2,0
7472,MICRO,"['Abril', 'Febrero', 'Julio', 'Junio', 'Mayo']",5,0
7474,MICRO,"['Abril', 'Febrero', 'Marzo', 'Mayo']",4,0
7480,GRANDE,"['Abril', 'Febrero', 'Julio', 'Junio', 'Marzo', 'Mayo']",6,0
7494,MICRO,"['Febrero', 'Marzo']",2,0
7513,MICRO,"['Abril', 'Agosto', 'Julio', 'Junio', 'Marzo', 'Mayo']",6,0
7514,MICRO,"['Abril', 'Julio', 'Junio', 'Marzo', 'Mayo']",5,0
7523,MICRO,['Marzo'],1,0
7524,MICRO,"['Abril', 'Marzo']",2,0
7532,MICRO,"['Abril', 'Diciembre', 'Marzo', 'Noviembre', 'Octubre', 'Septiembre']",6,0
7536,MICRO,"['Abril', 'Junio', 'Marzo', 'Mayo']",4,0
7541,MICRO,"['Abril', 'Marzo', 'Mayo']",3,0
7555,MICRO,"['Abril', 'Marzo', 'Mayo']",3,0
7556,MEDIANO,"['Abril', 'Agosto', 'Junio', 'Marzo', 'Septiembre']",5,0
7557,MICRO,"['Abril', 'Marzo', 'Mayo']",3,0
7564,MICRO,"['Abril', 'Marzo']",2,0
7569,MICRO,['Marzo'],1,0
7582,MICRO,"['Abril', 'Julio', 'Junio', 'Marzo', 'Mayo']",5,0
7591,MICRO,"['Abril', 'Junio', 'Marzo', 'Mayo']",4,0
7600,MICRO,"['Abril', 'Junio', 'Marzo', 'Mayo']",4,0
7603,MICRO,"['Abril', 'Julio', 'Junio', 'Marzo', 'Mayo']",5,0
7604,MICRO,"['Abril', 'Julio', 'Junio', 'Marzo', 'Mayo']",5,0
7619,MICRO,"['Abril', 'Julio', 'Mayo']",3,0
7622,MICRO,"['Abril', 'Agosto', 'Diciembre', 'Junio', 'Mayo']",5,0
7630,MICRO,"['Abril', 'Agosto', 'Julio', 'Junio', 'Mayo', 'Septiembre']",6,0
7635,MEDIANO,"['Abril', 'Agosto', 'Julio', 'Junio', 'Mayo', 'Septiembre']",6,0
7639,MICRO,"['Abril', 'Julio', 'Junio', 'Mayo', 'Octubre', 'Septiembre']",6,0
7658,EXT-GDE,"['Abril', 'Agosto', 'Julio', 'Junio', 'Mayo']",5,0
7671,MICRO,"['Abril', 'Julio', 'Mayo']",3,0
7676,MICRO,"['Abril', 'Agosto', 'Julio', 'Junio', 'Mayo', 'Septiembre']",6,0
7686,MICRO,"['Junio', 'Mayo']",2,0
7687,MICRO,"['Agosto', 'Julio', 'Junio', 'Mayo']",4,0
7698,MICRO,"['Agosto', 'Julio', 'Junio', 'Mayo']",4,0
7709,MICRO,"['Agosto', 'Julio', 'Junio', 'Mayo', 'Octubre', 'Septiembre']",6,0
7729,MICRO,"['Agosto', 'Julio', 'Junio', 'Mayo', 'Octubre', 'Septiembre']",6,0
7743,MICRO,"['Agosto', 'Julio', 'Junio', 'Mayo']",4,0
7751,MICRO,['Mayo'],1,0
7757,MICRO,"['Agosto', 'Diciembre', 'Julio', 'Mayo', 'Septiembre']",5,0
7775,MICRO,"['Agosto', 'Julio', 'Junio', 'Mayo']",4,0
7794,MICRO,['Junio'],1,0
7795,MICRO,"['Julio', 'Junio']",2,0
7798,MICRO,"['Julio', 'Junio', 'Septiembre']",3,0
7800,MICRO,"['Agosto', 'Julio', 'Junio', 'Septiembre']",4,0
7822,MICRO,"['Agosto', 'Diciembre', 'Julio', 'Junio', 'Octubre', 'Septiembre']",6,0
7831,MICRO,"['Agosto', 'Julio', 'Junio', 'Octubre', 'Septiembre']",5,0
7836,MICRO,"['Agosto', 'Julio', 'Junio', 'Noviembre', 'Octubre', 'Septiembre']",6,0
7851,MICRO,"['Agosto', 'Julio', 'Junio', 'Noviembre', 'Octubre', 'Septiembre']",6,0
7857,MICRO,"['Agosto', 'Julio', 'Junio', 'Noviembre', 'Octubre', 'Septiembre']",6,0
7860,MEDIANO,"['Agosto', 'Diciembre', 'Julio', 'Noviembre', 'Octubre', 'Septiembre']",6,0
7864,MICRO,"['Agosto', 'Diciembre', 'Junio', 'Noviembre', 'Octubre', 'Septiembre']",6,0
7868,MICRO,"['Agosto', 'Diciembre', 'Julio', 'Noviembre', 'Octubre', 'Septiembre']",6,0
7873,MICRO,"['Agosto', 'Julio', 'Junio', 'Septiembre']",4,0
7876,MICRO,"['Agosto', 'Diciembre', 'Julio', 'Noviembre', 'Octubre', 'Septiembre']",6,0
7877,MICRO,"['Agosto', 'Diciembre', 'Julio', 'Noviembre', 'Octubre', 'Septiembre']",6,0
7878,MICRO,"['Agosto', 'Julio', 'Septiembre']",3,0
7879,MICRO,"['Agosto', 'Diciembre', 'Julio', 'Noviembre', 'Octubre', 'Septiembre']",6,0
7880,MICRO,"['Agosto', 'Diciembre', 'Julio', 'Noviembre', 'Octubre', 'Septiembre']",6,0
7881,MICRO,"['Agosto', 'Diciembre', 'Julio', 'Noviembre', 'Octubre', 'Septiembre']",6,0
7882,EXT-GDE,"['Agosto', 'Julio', 'Noviembre', 'Octubre', 'Septiembre']",5,0
7883,MICRO,"['Agosto', 'Julio', 'Octubre', 'Septiembre']",4,0
7884,MICRO,"['Agosto', 'Diciembre', 'Julio', 'Noviembre', 'Octubre', 'Septiembre']",6,0
7885,CHICO,"['Agosto', 'Diciembre', 'Julio', 'Noviembre', 'Octubre', 'Septiembre']",6,0
7886,GRANDE,"['Agosto', 'Diciembre', 'Julio', 'Noviembre', 'Octubre', 'Septiembre']",6,0
7887,MICRO,"['Agosto', 'Julio', 'Noviembre', 'Octubre', 'Septiembre']",5,0
7888,CHICO,"['Agosto', 'Diciembre', 'Julio', 'Noviembre', 'Octubre', 'Septiembre']",6,0
7889,MICRO,"['Agosto', 'Diciembre', 'Julio', 'Noviembre', 'Octubre', 'Septiembre']",6,0
7890,MEDIANO,"['Agosto', 'Diciembre', 'Julio', 'Noviembre', 'Octubre', 'Septiembre']",6,0
7891,MEDIANO,"['Agosto', 'Diciembre', 'Julio', 'Noviembre', 'Octubre', 'Septiembre']",6,0
7892,MICRO,"['Agosto', 'Diciembre', 'Julio', 'Noviembre', 'Octubre', 'Septiembre']",6,0
7893,MICRO,"['Agosto', 'Julio', 'Noviembre', 'Octubre', 'Septiembre']",5,0
7894,CHICO,"['Agosto', 'Diciembre', 'Julio', 'Noviembre', 'Octubre', 'Septiembre']",6,0
7895,MICRO,"['Agosto', 'Diciembre', 'Julio', 'Noviembre', 'Octubre', 'Septiembre']",6,0
7896,MEDIANO,"['Agosto', 'Diciembre', 'Julio', 'Noviembre', 'Octubre', 'Septiembre']",6,0
7897,MICRO,"['Agosto', 'Diciembre', 'Julio', 'Noviembre', 'Octubre', 'Septiembre']",6,0
7898,GRANDE,"['Agosto', 'Diciembre', 'Julio', 'Noviembre', 'Octubre', 'Septiembre']",6,0
7899,MICRO,"['Agosto', 'Julio', 'Noviembre', 'Octubre', 'Septiembre']",5,0
7900,MICRO,"['Agosto', 'Diciembre', 'Julio', 'Noviembre', 'Octubre', 'Septiembre']",6,0
7901,MICRO,['Julio'],1,0
7902,MICRO,"['Agosto', 'Diciembre', 'Julio', 'Noviembre', 'Octubre', 'Septiembre']",6,0
7903,MICRO,"['Agosto', 'Diciembre', 'Julio', 'Noviembre', 'Octubre', 'Septiembre']",6,0
7904,MICRO,"['Agosto', 'Diciembre', 'Julio', 'Noviembre', 'Octubre', 'Septiembre']",6,0
7905,MEDIANO,"['Agosto', 'Diciembre', 'Julio', 'Noviembre', 'Octubre', 'Septiembre']",6,0
7906,MEDIANO,"['Agosto', 'Diciembre', 'Julio', 'Noviembre', 'Octubre', 'Septiembre']",6,0
7907,MEDIANO,"['Agosto', 'Diciembre', 'Julio', 'Noviembre', 'Octubre', 'Septiembre']",6,0
7908,MICRO,"['Agosto', 'Diciembre', 'Julio', 'Noviembre', 'Octubre', 'Septiembre']",6,0
7909,MICRO,"['Agosto', 'Diciembre', 'Julio', 'Noviembre', 'Octubre', 'Septiembre']",6,0
7910,CHICO,"['Agosto', 'Diciembre', 'Julio', 'Noviembre', 'Octubre', 'Septiembre']",6,0
7911,MEDIANO,"['Agosto', 'Diciembre', 'Julio', 'Noviembre', 'Octubre', 'Septiembre']",6,0
7912,GRANDE,"['Agosto', 'Diciembre', 'Julio', 'Noviembre', 'Octubre', 'Septiembre']",6,0
7913,EXT-GDE,"['Agosto', 'Diciembre', 'Julio', 'Noviembre', 'Octubre', 'Septiembre']",6,0
7914,CHICO,"['Agosto', 'Diciembre', 'Julio', 'Noviembre', 'Octubre', 'Septiembre']",6,0
7915,MICRO,"['Agosto', 'Diciembre', 'Julio', 'Noviembre', 'Octubre', 'Septiembre']",6,0
7916,GRANDE,"['Agosto', 'Diciembre', 'Julio', 'Noviembre', 'Octubre', 'Septiembre']",6,0
7917,MICRO,"['Agosto', 'Diciembre', 'Julio', 'Noviembre', 'Octubre', 'Septiembre']",6,0
7918,MICRO,"['Agosto', 'Diciembre', 'Julio', 'Noviembre', 'Octubre', 'Septiembre']",6,0
7919,GRANDE,"['Agosto', 'Diciembre', 'Julio', 'Noviembre', 'Octubre', 'Septiembre']",6,0
7920,MICRO,"['Agosto', 'Julio', 'Octubre', 'Septiembre']",4,0
7921,CHICO,"['Agosto', 'Diciembre', 'Julio', 'Noviembre', 'Octubre', 'Septiembre']",6,0
7922,MEDIANO,"['Agosto', 'Diciembre', 'Julio', 'Noviembre', 'Octubre', 'Septiembre']",6,0
7923,CHICO,"['Agosto', 'Diciembre', 'Julio', 'Noviembre', 'Octubre', 'Septiembre']",6,0
7924,MICRO,"['Agosto', 'Diciembre', 'Julio', 'Noviembre', 'Octubre', 'Septiembre']",6,0
7925,MICRO,"['Agosto', 'Diciembre', 'Julio', 'Noviembre', 'Octubre', 'Septiembre']",6,0
7926,MEDIANO,"['Agosto', 'Diciembre', 'Julio', 'Noviembre', 'Octubre', 'Septiembre']",6,0
7927,MEDIANO,"['Agosto', 'Diciembre', 'Julio', 'Noviembre', 'Octubre', 'Septiembre']",6,0
7928,CHICO,"['Agosto', 'Diciembre', 'Julio', 'Noviembre', 'Octubre', 'Septiembre']",6,0
7929,MICRO,"['Agosto', 'Diciembre', 'Julio', 'Noviembre', 'Octubre', 'Septiembre']",6,0
7930,MICRO,['Julio'],1,0
7931,MICRO,"['Agosto', 'Diciembre', 'Julio', 'Noviembre', 'Octubre', 'Septiembre']",6,0
7932,MICRO,"['Agosto', 'Diciembre', 'Julio', 'Noviembre', 'Octubre', 'Septiembre']",6,0
7933,MICRO,"['Agosto', 'Diciembre', 'Julio', 'Noviembre', 'Octubre', 'Septiembre']",6,0
7934,MICRO,['Julio'],1,0
7935,CHICO,"['Agosto', 'Diciembre', 'Julio', 'Noviembre', 'Octubre', 'Septiembre']",6,0
7936,MICRO,"['Agosto', 'Diciembre', 'Julio', 'Noviembre', 'Octubre', 'Septiembre']",6,0
7937,MICRO,"['Agosto', 'Diciembre', 'Julio', 'Noviembre', 'Octubre', 'Septiembre']",6,0
7938,MICRO,"['Agosto', 'Diciembre', 'Julio', 'Septiembre']",4,0
7939,MICRO,"['Agosto', 'Diciembre', 'Julio', 'Noviembre', 'Octubre', 'Septiembre']",6,0
7940,MICRO,"['Agosto', 'Diciembre', 'Julio', 'Noviembre', 'Octubre', 'Septiembre']",6,0
7941,MICRO,"['Agosto', 'Diciembre', 'Julio', 'Noviembre', 'Octubre', 'Septiembre']",6,0
7942,MICRO,"['Agosto', 'Diciembre', 'Julio', 'Noviembre', 'Octubre', 'Septiembre']",6,0
7943,CHICO,"['Agosto', 'Diciembre', 'Julio', 'Noviembre', 'Octubre', 'Septiembre']",6,0
7944,MICRO,"['Agosto', 'Diciembre', 'Noviembre', 'Octubre', 'Septiembre']",5,0
7945,MICRO,"['Agosto', 'Diciembre', 'Julio', 'Noviembre', 'Octubre', 'Septiembre']",6,0
7946,MICRO,"['Agosto', 'Diciembre', 'Julio', 'Noviembre', 'Octubre', 'Septiembre']",6,0
7947,MICRO,"['Agosto', 'Diciembre', 'Julio', 'Noviembre', 'Octubre', 'Septiembre']",6,0
7948,MEDIANO,"['Agosto', 'Diciembre', 'Julio', 'Noviembre', 'Octubre', 'Septiembre']",6,0
7949,MICRO,"['Agosto', 'Diciembre', 'Julio', 'Noviembre', 'Octubre', 'Septiembre']",6,0
7950,MEDIANO,"['Agosto', 'Diciembre', 'Julio', 'Noviembre', 'Octubre', 'Septiembre']",6,0
7951,MICRO,"['Agosto', 'Diciembre', 'Julio', 'Noviembre', 'Octubre', 'Septiembre']",6,0
7952,MICRO,"['Agosto', 'Diciembre', 'Julio', 'Noviembre', 'Octubre', 'Septiembre']",6,0
7953,MICRO,"['Agosto', 'Diciembre', 'Julio', 'Noviembre', 'Octubre', 'Septiembre']",6,0
7954,MICRO,"['Agosto', 'Diciembre', 'Julio', 'Noviembre', 'Octubre', 'Septiembre']",6,0
7955,MICRO,"['Agosto', 'Diciembre', 'Julio', 'Noviembre', 'Octubre', 'Septiembre']",6,0
7956,MICRO,"['Agosto', 'Diciembre', 'Julio', 'Noviembre', 'Octubre', 'Septiembre']",6,0
7957,MICRO,"['Agosto', 'Diciembre', 'Julio', 'Noviembre', 'Octubre', 'Septiembre']",6,0
7958,MICRO,"['Agosto', 'Diciembre', 'Julio', 'Noviembre', 'Octubre', 'Septiembre']",6,0
7959,MICRO,"['Agosto', 'Diciembre', 'Julio', 'Noviembre', 'Octubre', 'Septiembre']",6,0
7960,MICRO,"['Agosto', 'Diciembre', 'Julio', 'Noviembre', 'Octubre', 'Septiembre']",6,0
7961,MICRO,"['Agosto', 'Julio', 'Septiembre']",3,0
7962,CHICO,"['Agosto', 'Diciembre', 'Julio', 'Noviembre', 'Octubre', 'Septiembre']",6,0
7963,CHICO,"['Agosto', 'Diciembre', 'Julio', 'Noviembre', 'Octubre', 'Septiembre']",6,0
7964,MICRO,"['Agosto', 'Diciembre', 'Julio', 'Noviembre', 'Octubre', 'Septiembre']",6,0
7965,MICRO,"['Agosto', 'Diciembre', 'Julio', 'Noviembre', 'Octubre', 'Septiembre']",6,0
7966,MICRO,['Julio'],1,0
7967,MICRO,"['Agosto', 'Diciembre', 'Julio', 'Noviembre', 'Octubre', 'Septiembre']",6,0
7968,CHICO,"['Agosto', 'Diciembre', 'Julio', 'Noviembre', 'Octubre', 'Septiembre']",6,0
7969,MICRO,"['Agosto', 'Diciembre', 'Julio', 'Noviembre', 'Octubre', 'Septiembre']",6,0
7970,CHICO,"['Agosto', 'Diciembre', 'Julio', 'Noviembre', 'Octubre', 'Septiembre']",6,0
7971,MICRO,"['Agosto', 'Diciembre', 'Julio', 'Noviembre', 'Octubre', 'Septiembre']",6,0
7972,CHICO,"['Agosto', 'Diciembre', 'Julio', 'Noviembre', 'Octubre', 'Septiembre']",6,0
7973,MICRO,"['Agosto', 'Julio', 'Septiembre']",3,0
7974,MICRO,"['Agosto', 'Diciembre', 'Noviembre', 'Octubre', 'Septiembre']",5,0
7975,CHICO,"['Agosto', 'Diciembre', 'Noviembre', 'Octubre', 'Septiembre']",5,0
7976,MEDIANO,"['Agosto', 'Diciembre', 'Noviembre', 'Octubre', 'Septiembre']",5,0
7977,MICRO,"['Agosto', 'Diciembre', 'Noviembre', 'Octubre', 'Septiembre']",5,0
7978,CHICO,"['Agosto', 'Diciembre', 'Noviembre', 'Octubre', 'Septiembre']",5,0
7979,CHICO,"['Agosto', 'Diciembre', 'Noviembre', 'Octubre', 'Septiembre']",5,0
7980,MEDIANO,"['Agosto', 'Diciembre', 'Noviembre', 'Octubre', 'Septiembre']",5,0
7981,MICRO,"['Agosto', 'Diciembre', 'Noviembre', 'Octubre', 'Septiembre']",5,0
7982,MICRO,"['Agosto', 'Diciembre', 'Noviembre', 'Octubre', 'Septiembre']",5,0
7983,GRANDE,"['Agosto', 'Diciembre', 'Noviembre', 'Octubre', 'Septiembre']",5,0
7984,MICRO,"['Agosto', 'Diciembre', 'Noviembre', 'Octubre', 'Septiembre']",5,0
7985,CHICO,"['Agosto', 'Diciembre', 'Noviembre', 'Octubre', 'Septiembre']",5,0
7986,CHICO,"['Agosto', 'Diciembre', 'Noviembre', 'Octubre', 'Septiembre']",5,0
7987,MICRO,"['Agosto', 'Diciembre', 'Noviembre', 'Octubre', 'Septiembre']",5,0
7988,CHICO,"['Agosto', 'Diciembre', 'Noviembre', 'Octubre', 'Septiembre']",5,0
7989,CHICO,"['Agosto', 'Diciembre', 'Noviembre', 'Octubre', 'Septiembre']",5,0
7990,GRANDE,"['Agosto', 'Diciembre', 'Noviembre', 'Octubre', 'Septiembre']",5,0
7991,MICRO,"['Agosto', 'Diciembre', 'Noviembre', 'Octubre', 'Septiembre']",5,0
7992,MICRO,"['Agosto', 'Diciembre', 'Noviembre', 'Octubre', 'Septiembre']",5,0
